goal_index,point_index,time_from_start,positions,velocities,accelerations,success
4,13,1.4319399910000001,"[-4.215441937833359, 0.22919950779370837, 0.05715121710690052, -3.0710537288608837, -1.564498331064981, -2.9593864341252893]","[1.0471975511965976, -0.2320482309785633, -0.9839277789233195, 0.07363937932187728, 0.2318375558732524, -1.0225721186399865]","[0.0, 0.0, 2.2570457291301873e-14, 0.0, -4.715613398361284e-14, 9.350618020682205e-14]",True
4,14,1.5008048889999999,"[-4.143326785502589, 0.21321953008464758, -0.010606868822971682, -3.0659825605304456, -1.5485328614755147, -3.0298057585599736]","[1.0471975511965976, -0.2320482309785629, -0.9839277789233178, 0.07363937932187728, 0.2318375558732524, -1.0225721186399799]","[0.0, 1.2091316406054575e-14, 2.418263281210915e-14, 0.0, 4.715613398361284e-14, 9.350618020682205e-14]",True
4,15,1.569669787,"[-4.07121163317182, 0.19723955237558685, -0.07836495475284377, -3.0609113922000075, -1.5325673918860483, -3.1002250829946574]","[1.0471975511965976, -0.2320482309785638, -0.9839277789233218, 0.0736393793218775, 0.23183755587325475, -1.0225721186399863]","[0.0, -3.8692212499374755e-14, -1.3703491926861893e-13, 6.650224023330036e-15, 2.095828177049466e-14, -2.772941895788524e-13]",True
4,16,1.638534685,"[-3.9990964808410507, 0.18125957466652604, -0.1461230406827161, -3.0558402238695694, -1.5166019222965819, -3.170644407429342]","[1.0119688070213821, -0.22424190278756206, -0.950827491426502, 0.0711620789764102, 0.22403831499770607, -0.9881717979678206]","[-0.9875091440570202, 0.21882189248031803, 0.9278456368316026, -0.06944206502387587, -0.21862322548320579, 0.9642873175753519]",True
4,17,1.7123671759999999,"[-3.9269813285102817, 0.16527959695746525, -0.2138811266125884, -3.0507690555391314, -1.5006364527071157, -3.2410637318640263]","[0.9484366925661458, -0.21016383819237583, -0.8911338718273936, 0.06669447353735586, 0.20997303178735852, -0.9261336765016837]","[-0.7438117531267286, 0.16482105147870596, 0.69887199922774, -0.052305160349150406, -0.16467141149979997, 0.7263206062648699]",True
4,18,1.790741854,"[-3.854866176179512, 0.1492996192484045, -0.2816392125424605, -3.0456978872086933, -1.4846709831176492, -3.3114830562987105]","[0.8849305039321358, -0.19609151849312256, -0.8314646116585269, 0.06222869121312961, 0.19591348825718927, -0.8641208711966808]","[-0.8625857251924121, 0.19114014482705166, 0.8104698638281652, -0.06065739682307131, -0.1909666099116549, 0.8423015423504833]",True
4,19,1.8756103990000002,"[-3.7827510238487427, 0.13331964153934373, -0.3493972984723328, -3.040626718878255, -1.468705513528183, -3.381902380733395]","[0.811763069475891, -0.17987836586360145, -0.7627178205761884, 0.057083525953933484, 0.17971505544528166, -0.7926740096356664]","[-0.852826760480239, 0.18897765839357422, 0.8013005180224658, -0.05997114225400042, -0.18880608678571467, 0.832772065118731]",True
4,20,1.9688066979999999,"[-3.7106358715179732, 0.11733966383028294, -0.4171553844022051, -3.035555550547817, -1.4527400439387166, -3.452321705168079]","[0.7753691580284734, -0.17181384856205412, -0.7285227630955169, 0.05452429054794874, 0.17165785986743365, -0.7571359212474225]","[0.033775729749297136, -0.0074843551051047, -0.03173506156105907, 0.002375123750095835, 0.007477560106962509, -0.03298147468841591]",True
4,21,2.061626176,"[-3.6385207191872047, 0.1013596861212222, -0.4849134703320772, -3.030484382217379, -1.4367745743492502, -3.5227410296027637]","[0.733217270949615, -0.16247342294906397, -0.6889176164032451, 0.051560151834879636, 0.1623259143671386, -0.7159752592255827]","[-0.8859210184379674, 0.19631100634294674, 0.8323952810787276, -0.06229834461648462, -0.1961327768354265, 0.8650880932034609]",True
4,22,2.166217487,"[-3.566405566856435, 0.08537970841216141, -0.5526715562619493, -3.025413213886941, -1.420809104759784, -3.5931603540374475]","[0.6387552009146886, -0.1415415976013713, -0.6001627729109511, 0.044917538701489956, 0.1414130928898516, -0.6237345172792674]","[-0.8931715401861027, 0.19791764755728855, 0.8392077394839401, -0.06280820440433005, -0.1977379593904354, 0.8721681149018472]",True
4,23,2.288859024,"[-3.4942904145256657, 0.06939973070310063, -0.6204296421918216, -3.020342045556503, -1.4048436351703175, -3.663579678472132]","[0.5232250397281891, -0.11594129945575171, -0.49161273403338246, 0.03679340839483584, 0.1158360370912439, -0.5109211120566288]","[-0.9257497525807967, 0.20513664510555168, 0.8698176355118722, -0.06509911822228182, -0.20495040285700541, 0.9039802325218703]",True
4,24,2.446166502,"[-3.422175262194896, 0.05341975299403989, -0.6881877281216937, -3.015270877226065, -1.3888781655808513, -3.733999002906816]","[0.31961765328155606, -0.07082399204310307, -0.30030693572445677, 0.02247564996793059, 0.07075969139353849, -0.31210166648823795]","[-0.9983717976487735, 0.2212289450434272, 0.9380519886412645, -0.07020593146662155, -0.22102809269864182, 0.9748945298291993]",True
4,25,2.8450314,"[-3.350060109864127, 0.03743977528497909, -0.755945814051566, -3.0101997088956267, -1.3729126959913849, -3.8044183273415006]","[0.09165087154891446, 0.006365961873407568, 0.026208905474978964, -0.0019925330299950354, -0.006674682540848201, 0.030350559643655198]","[-0.434634243093872, 0.22635866552735273, 0.9559809115002089, -0.07169890374575032, -0.2276864422329275, 1.0087009703673468]",True
4,26,3.266627196,"[-3.349005785889159, 0.059698160937583206, -0.6622271360898306, -3.0172399649666444, -1.3954160573927867, -3.7043945416698083]","[0.004087443178238304, 0.08629215379178151, 0.3633321256112911, -0.02729393178353566, -0.08724188506701608, 0.3877760063433914]","[0.010448634202762022, 0.22058658927388455, 0.9287773087181711, -0.06977083147712586, -0.22301436484240525, 0.9912626221838902]",True
4,27,3.452440854,"[-3.3479514619141906, 0.08195654659018733, -0.5685084581280951, -3.0242802210376625, -1.4179194187941886, -3.604370755998116]","[0.006469825883420389, 0.1365878828874258, 0.575101717150105, -0.043202309760194624, -0.1380911688583521, 0.6137928121343188]","[0.009618251005805344, 0.20305593467849045, 0.8549646882466595, -0.06422594159288626, -0.20529076789693976, 0.9124841130277529]",True
4,28,3.597553433,"[-3.3468971379392225, 0.10421493224279145, -0.47478978016635975, -3.03132047710868, -1.4404227801955902, -3.504346970326424]","[0.007892498933125828, 0.16662267878482115, 0.7015628814181044, -0.05270221947775533, -0.16845652766043376, 0.7487618990403418]","[0.009327118283155121, 0.1969096792848838, 0.8290859502782333, -0.06228190070313361, -0.1990768668285565, 0.8848643322508482]",True
4,29,3.721308526,"[-3.345842813964254, 0.12647331789539557, -0.3810711022046243, -3.038360733179698, -1.462926141596992, -3.4043231846547317]","[0.009059678137152243, 0.19126361028759398, 0.8053132414050324, -0.06049606716803606, -0.19336865720695484, 0.8594922678034455]","[0.009251403293404584, 0.19531122048067945, 0.8223556577833308, -0.06177631330446881, -0.19746081538987878, 0.8776812461397194]",True
4,30,3.8311348880000002,"[-3.344788489989286, 0.1487317035479997, -0.2873524242428888, -3.0454009892507155, -1.485429502998394, -3.3042993989830394]","[0.010049602626183334, 0.21216242466248128, 0.8933074600672015, -0.06710629519967709, -0.2144974838918262, 0.9534064699586045]","[0.008555456323613762, 0.1806187194887343, 0.7604930505660883, -0.057129122312253575, -0.1826066087608594, 0.8116567107966364]",True
4,31,3.931553504,"[-3.343734166014318, 0.17099008920060382, -0.19363374628115348, -3.0524412453217336, -1.5079328643997958, -3.2042756133113475]","[0.010934256266208683, 0.2308388110068279, 0.9719441709505892, -0.07301357636541941, -0.23337942250761562, 1.037333619662298]","[0.00900771993538389, 0.19016669347521253, 0.8006946857247401, -0.060149115894510705, -0.19225966773028977, 0.8545629897393181]",True
4,32,4.024288411,"[-3.3426798420393493, 0.19324847485320795, -0.09991506831941799, -3.059481501392751, -1.5304362258011976, -3.104251827639655]","[0.011840232718919728, 0.2499653544179563, 1.0524762630099707, -0.07906324076917992, -0.25271647261798047, 1.1232836660247703]","[0.010562260035573154, 0.22298540374478482, 0.9388774895847157, -0.07052956880899994, -0.22543958066067105, 1.0020423125104512]",True
4,33,4.109927542,"[-3.3416255180643812, 0.21550686050581203, -0.006196390357682602, -3.066521757463769, -1.5529395872025995, -3.004228041967963]","[0.01262523947086357, 0.26653804311659457, 1.1222553790406098, -0.08430512910936255, -0.2694715602959026, 1.1977573088247517]","[0.007515439916604638, 0.158662388395733, 0.6680461698694404, -0.050184405130678296, -0.16040862633094277, 0.7129902850432509]",True
4,34,4.191410236,"[-3.3405711940894127, 0.23776524615841615, 0.0875222876040529, -3.0735620135347865, -1.5754429486040014, -2.9042042562962704]","[0.012875182346424915, 0.271814718073677, 1.1444727585365793, -0.08597412449300115, -0.2748063103272025, 1.221469406063242]","[-0.0015644290910916498, -0.03302748193243351, -0.1390618345563003, 0.010446486722480174, 0.03339098233377994, -0.148417491980105]",True
4,35,4.273707757,"[-3.3395168701144446, 0.2600236318110203, 0.1812409655657884, -3.0806022696058046, -1.597946310005403, -2.804180470624578]","[0.012439893795471786, 0.2626251134860448, 1.105780033628956, -0.08306748200337566, -0.26551556496951856, 1.1801735522656243]","[-0.00875250020987218, -0.18477861617604996, -0.7780082479428311, 0.058444884307092486, 0.1868122892629178, -0.8303502773995125]",True
4,36,4.361068235,"[-3.3384625461394766, 0.2822820174636244, 0.2749596435275239, -3.0876425256768223, -1.6204496714068048, -2.7041566849528857]","[0.011718942677094977, 0.24740473681762415, 1.0416948119193943, -0.07825332562584217, -0.25012767286536536, 1.111776871684862]","[-0.007767399530330559, -0.16398163977099448, -0.6904428168867675, 0.05186686729898165, 0.16578642137640595, -0.7368937103769164]",True
4,37,4.453803142,"[-3.337408222164508, 0.30454040311622854, 0.36867832148925905, -3.09468278174784, -1.6429530328082067, -2.604132899281194]","[0.01097041792435089, 0.23160223871204655, 0.9751585745631923, -0.07325504610272805, -0.23415125249665925, 1.0407642785768487]","[-0.008288330416908775, -0.17497928456027295, -0.7367482743637092, 0.05534538711178418, 0.17690510622264655, -0.7863144582452687]",True
4,38,4.553534766,"[-3.33635389818954, 0.32679878876883267, 0.46239699945099466, -3.101723037818858, -1.6654563942096086, -2.5041091136095015]","[0.010085764284325525, 0.21292585236769965, 0.8965218636798047, -0.06734776493698563, -0.21526931388086956, 0.9568371288731565]","[-0.009273749916273706, -0.19578299173977887, -0.8243420452686432, 0.0619255330423149, 0.19793777896253043, -0.879801271735592]",True
4,39,4.663361128,"[-3.335299574214572, 0.3490571744214368, 0.55611567741273, -3.1087632938898757, -1.6879597556110104, -2.404085327937809]","[0.009041490542498858, 0.19087964245085737, 0.8036965492243677, -0.060374619371423514, -0.19298046342095992, 0.8577668094882742]","[-0.009541183418028414, -0.20142892046803593, -0.8481141635406484, 0.06371132221072412, 0.20364584677130265, -0.9051727058479638]",True
4,40,4.7876468800000005,"[-3.3342452502396034, 0.37131556007404093, 0.6498343553744657, -3.1158035499608934, -1.710463117012412, -2.304061542266117]","[0.007874311338472446, 0.16623871094808443, 0.6999461892374397, -0.05258077168114281, -0.16806833387443965, 0.7470364407251708]","[-0.009038698164406857, -0.1908206910938903, -0.803448335210783, 0.06035597324608097, 0.19292086324545848, -0.8575018963905258]",True
4,41,4.932759459,"[-3.3331909262646353, 0.393573945726645, 0.7435530333362008, -3.122843806031911, -1.732966478413814, -2.204037756594425]","[0.006428456291163976, 0.13571450775739338, 0.5714243811640733, -0.04292606400466444, -0.137208181363354, 0.6098680761637606]","[-0.01003491849946879, -0.21185242037268776, -0.8920021905541513, 0.06700824183598433, 0.21418406769543022, -0.9520133858812732]",True
4,42,5.121322732,"[-3.332136602289667, 0.41583233137924913, 0.8372717112979364, -3.129884062102929, -1.7554698398152158, -2.1040139709227326]","[0.003963008373712162, 0.08366514545894649, 0.35227113710159874, -0.026463017464208448, -0.08458596388562688, 0.3759708681567188]","[-0.01017463001183675, -0.21480194328571198, -0.9044211230113824, 0.0679411664837814, 0.21716605305184264, -0.9652678263555646]",True
4,43,5.572918528,"[-3.3310822783146987, 0.43809071703185326, 0.9309903892596718, -3.136924318173947, -1.7779732012166176, -2.0039901852510402]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.010339613314264523, -0.21828499219575176, -0.9190864605708797, 0.0690428436951081, 0.22068743639134883, -0.9809198032374136]",True
5,0,0.0,"[-3.3310822783146987, 0.43809071703185326, 0.9309903892596718, -3.136924318173947, -1.7779732012166176, -2.0039901852510402]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0074627840434796, 0.0, 0.0, 0.0, 0.0, 0.0]",True
5,1,0.379150084,"[-3.258668479793374, 0.4285684093242187, 0.9107494872044954, -3.0687320518667565, -1.7393236278571078, -1.960423985879625]","[0.3244966291608884, -0.042670828157843746, -0.09070238852538938, 0.3055793371343239, 0.1731942879639741, 0.1952263951077266]","[0.9939874248446248, -0.13070788040628073, -0.2778365797843414, 0.9360405967523189, 0.5305230588566642, 0.5980110863913337]",True
5,2,0.53725762,"[-3.18625468127205, 0.4190461016165842, 0.8905085851493191, -3.0005397855595666, -1.7006740544975978, -1.9168577865082101]","[0.522463160173334, -0.06870313501933727, -0.14603743856072135, 0.4920049449380063, 0.27885539288225847, 0.31432868686798876]","[0.915990705161423, -0.12045142679970931, -0.25603515524964526, 0.8625908787657984, 0.48889370090616835, 0.5510860429683693]",True
5,3,0.660636352,"[-3.113840882750725, 0.4095237939089496, 0.8702676830941427, -2.9323475192523762, -1.662024481138088, -1.873291587136795]","[0.639591234445505, -0.08410530404232894, -0.17877674968187865, 0.6023047634244532, 0.3413704133822154, 0.3847962654224907]","[0.9240725781408962, -0.12151418117713997, -0.25829417773902436, 0.8702016000058191, 0.4932072564575089, 0.5559483274598382]",True
5,4,0.765241327,"[-3.041427084229401, 0.40000148620131504, 0.8500267810389663, -2.8641552529451864, -1.6233749077785782, -1.82972538776538]","[0.7345997350015743, -0.09659878174422606, -0.20533325953819087, 0.6917745206207754, 0.3920795059446993, 0.4419560797358637]","[0.8561827202684058, -0.1125867649927749, -0.2393177948976539, 0.8062695406175189, 0.4569722557284953, 0.5151038593644445]",True
5,5,0.858445192,"[-2.969013285708076, 0.3904791784936805, 0.82978587898379, -2.795962986637996, -1.5847253344190682, -1.786159188393965]","[0.8133337741307289, -0.10695219177052061, -0.22734077753840182, 0.7659185742869419, 0.43410239499831904, 0.4893247154939718]","[0.8158978081185303, -0.10728935845842084, -0.2280574691341352, 0.7683331319000887, 0.43547090240618175, 0.49086731121731547]",True
5,6,0.943665198,"[-2.896599487186752, 0.38095687078604595, 0.8095449769286135, -2.727770720330806, -1.5460757610595584, -1.7425929890225498]","[0.8895311705435667, -0.11697203702073217, -0.2486392602743615, 0.8376738647730309, 0.47477139624667064, 0.5351672348962202]","[0.9759341035992681, -0.128333895288057, -0.2727903660162162, 0.9190397362087347, 0.5208874206481475, 0.5871496952095795]",True
5,7,1.021585244,"[-2.8241856886654273, 0.3714345630784114, 0.7893040748734371, -2.659578454023616, -1.5074261877000483, -1.6990267896511348]","[0.9579210594918073, -0.1259652065540816, -0.267755410400888, 0.9020768047528256, 0.511273279643595, 0.5763125358989096]","[0.7556331109114225, -0.09936463965575354, -0.21121244983584006, 0.7115817065532554, 0.40330569517694287, 0.45461035650438186]",True
5,8,1.094989451,"[-2.751771890144103, 0.36191225537077687, 0.7690631728182608, -2.5913861877164255, -1.4687766143405385, -1.6554605902797197]","[1.016852507335613, -0.1337146050317748, -0.2842277635729832, 0.9575727056348848, 0.5427268888055362, 0.6117673699006546]","[0.8514663029714716, -0.1119665630741446, -0.23799947515046702, 0.8018280779279687, 0.45445495212014525, 0.5122663286661593]",True
5,9,1.164139535,"[-2.6793580916227784, 0.3523899476631423, 0.7488222707630844, -2.5231939214092356, -1.4301270409810285, -1.6118943909083048]","[1.0471975511965976, -0.13770493354576513, -0.29270972520449945, 0.9861487139969106, 0.5589230147200925, 0.6300238107693475]","[0.0, -1.2442831528214333e-14, -2.6491189705230517e-14, 8.990949233290356e-14, 4.816579946405548e-15, 1.0275370552331836e-13]",True
5,10,1.233289619,"[-2.606944293101454, 0.34286763995550773, 0.728581368707908, -2.4550016551020457, -1.3914774676215187, -1.5683281915368896]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449945, 0.9861487139969138, 0.5589230147200909, 0.6300238107693492]","[0.0, 2.4082899732027742e-14, 2.6491189705230517e-14, 3.2110532976036987e-15, -5.137685276165918e-14, -5.619343270806473e-14]",True
5,11,1.3024397030000001,"[-2.5345304945801295, 0.3333453322478732, 0.7083404666527316, -2.3868093887948554, -1.352827894262009, -1.5247619921654745]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449945, 0.9861487139969171, 0.5589230147200925, 0.6300238107693475]","[0.0, -2.4082899732027742e-14, -2.6491189705230517e-14, 8.990949233290356e-14, 9.793712557691282e-14, 9.633159892811096e-15]",True
5,12,1.371589787,"[-2.4621166960588052, 0.32382302454023865, 0.6880995645975553, -2.318617122487665, -1.3141783209024989, -1.4811957927940596]","[1.0471975511965976, -0.13770493354576513, -0.29270972520449945, 0.9861487139969138, 0.5589230147200925, 0.6300238107693459]","[0.0, 1.2442831528214333e-14, 2.6491189705230517e-14, -1.8303003796341082e-13, -9.793712557691282e-14, -5.619343270806473e-14]",True
5,13,1.440739871,"[-2.3897028975374806, 0.3143007168326041, 0.6678586625423789, -2.250424856180475, -1.275528747542989, -1.4376295934226446]","[1.0471975511965976, -0.1377049335457643, -0.29270972520449934, 0.9861487139969107, 0.5589230147200891, 0.6300238107693457]","[0.0, 1.1640068203813373e-14, -2.3280136407626745e-14, 9.312054563050698e-14, 0.0, 4.656027281525349e-14]",True
5,14,1.509889955,"[-2.317289099016156, 0.30477840912496956, 0.6476177604872024, -2.182232589873285, -1.2368791741834793, -1.3940633940512295]","[1.0471975511965976, -0.1377049335457647, -0.2927097252045003, 0.9861487139969138, 0.5589230147200925, 0.6300238107693492]","[0.0, -2.4082899732027742e-14, -3.2110532976036987e-15, -3.2110532976036987e-15, 9.793712557691282e-14, 5.619343270806473e-14]",True
5,15,1.5790400390000001,"[-2.2448753004948316, 0.295256101417335, 0.6273768584320261, -2.114040323566095, -1.1982296008239692, -1.3504971946798143]","[1.0471975511965976, -0.13770493354576555, -0.2927097252045004, 0.986148713996917, 0.5589230147200943, 0.6300238107693511]","[0.0, 0.0, 0.0, 9.312054563050756e-14, -4.656027281525378e-14, 0.0]",True
5,16,1.648190122,"[-2.1724615019735074, 0.2857337937097004, 0.6071359563768497, -2.0458480572589046, -1.1595800274644594, -1.3069309953083992]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449945, 0.9861487139969154, 0.5589230147200909, 0.6300238107693475]","[0.0, 2.4082899732027742e-14, 2.6491189705230517e-14, -1.364697651481572e-13, -5.137685276165918e-14, -1.0275370552331836e-13]",True
5,17,1.717340206,"[-2.1000477034521827, 0.2762114860020659, 0.5868950543216733, -1.9776557909517145, -1.1209304541049496, -1.2633647959369843]","[1.0471975511965976, -0.13770493354576469, -0.29270972520449856, 0.9861487139969123, 0.5589230147200908, 0.6300238107693457]","[0.0, -2.3280136407626745e-14, 0.0, 4.656027281525349e-14, 4.656027281525349e-14, 4.656027281525349e-14]",True
5,18,1.7864902900000001,"[-2.027633904930858, 0.2666891782944313, 0.566654152266497, -1.9094635246445242, -1.0822808807454396, -1.219798596565569]","[1.0471975511965976, -0.13770493354576513, -0.29270972520449945, 0.9861487139969154, 0.5589230147200941, 0.6300238107693475]","[0.0, 1.0837304879412484e-14, -2.6491189705230517e-14, 4.3349219517649934e-14, 5.137685276165918e-14, 9.633159892811096e-15]",True
5,19,1.855640374,"[-1.9552201064095338, 0.25716687058679677, 0.5464132502113206, -1.841271258337334, -1.0436313073859296, -1.1762323971941542]","[1.0471975511965976, -0.13770493354576474, -0.2927097252044999, 0.9861487139969137, 0.5589230147200918, 0.6300238107693485]","[0.0, 4.01381662200463e-16, 1.3646976514815742e-14, -9.312054563050741e-14, -1.1880897201133704e-13, 1.7660793136820373e-14]",True
5,20,1.924790458,"[-1.8828063078882094, 0.24764456287916223, 0.5261723481561442, -1.7730789920301442, -1.00498173402642, -1.132666197822739]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449945, 0.9861487139969121, 0.5589230147200908, 0.6300238107693491]","[0.0, 0.0, 0.0, 4.6560272815253636e-14, 9.151501898170541e-14, 0.0]",True
5,21,1.993940542,"[-1.810392509366885, 0.23812225517152769, 0.5059314461009679, -1.704886725722954, -0.96633216066691, -1.0890999984513239]","[1.0471975511965976, -0.1377049335457649, -0.2927097252044999, 0.9861487139969154, 0.5589230147200932, 0.6300238107693491]","[0.0, -5.619343270806473e-15, -1.2041449866013871e-14, 4.6560272815253636e-14, -2.247737308322589e-14, 0.0]",True
5,22,2.063090626,"[-1.7379787108455604, 0.22859994746389312, 0.48569054404579143, -1.6366944594157637, -0.9276825873074, -1.0455337990799087]","[1.0471975511965976, -0.1377049335457649, -0.2927097252044999, 0.9861487139969154, 0.5589230147200924, 0.6300238107693474]","[0.0, 5.619343270806473e-15, 1.2041449866013871e-14, -4.6560272815253636e-14, 0.0, -4.6560272815253636e-14]",True
5,23,2.13224071,"[-1.665564912324236, 0.21907763975625857, 0.46544964199061506, -1.5685021931085736, -0.8890330139478901, -1.0019675997084938]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449945, 0.9861487139969137, 0.5589230147200924, 0.6300238107693459]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True
5,24,2.201390794,"[-1.5931511138029115, 0.20955533204862403, 0.4452087399354387, -1.5003099268013835, -0.8503834405883802, -0.9584014003370789]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449906, 0.9861487139969137, 0.5589230147200916, 0.6300238107693474]","[0.0, 0.0, 1.1238686541612945e-14, 0.0, -2.247737308322589e-14, 4.6560272815253636e-14]",True
5,25,2.270540878,"[-1.520737315281587, 0.2000330243409895, 0.4249678378802624, -1.4321176604941934, -0.8117338672288704, -0.9148352009656637]","[1.0471975511965976, -0.13770493354576493, -0.29270972520449956, 0.9861487139969154, 0.5589230147200925, 0.6300238107693485]","[0.0, -6.422106595207408e-15, -2.4885663056428707e-14, 4.6560272815253705e-14, 4.816579946405556e-14, -1.7660793136820373e-14]",True
5,26,2.339690961,"[-1.4483235167602628, 0.19051071663335495, 0.404726935825086, -1.3639253941870033, -0.7730842938693605, -0.8712690015942488]","[1.0471975511965976, -0.13770493354576513, -0.2927097252044999, 0.9861487139969141, 0.5589230147200924, 0.6300238107693482]","[0.0, 1.2041449866013854e-15, 1.5252503163617548e-14, -8.50929123864979e-14, -5.137685276165911e-14, 9.633159892811083e-15]",True
5,27,2.408841045,"[-1.375909718238938, 0.18098840892572032, 0.38448603376990953, -1.295733127879813, -0.7344347205098505, -0.8277028022228334]","[1.0471975511965976, -0.13770493354576469, -0.2927097252044994, 0.9861487139969124, 0.5589230147200908, 0.6300238107693472]","[0.0, 1.1238686541612912e-14, -1.6055266488018446e-15, 3.853263957124427e-14, 3.2110532976036892e-15, -3.853263957124427e-14]",True
5,28,2.477991129,"[-1.3034959197176135, 0.1714661012180858, 0.36424513171473316, -1.2275408615726229, -0.6957851471503407, -0.7841366028514185]","[1.0471975511965976, -0.1377049335457649, -0.2927097252044999, 0.9861487139969154, 0.5589230147200934, 0.6300238107693485]","[0.0, -1.8062174799020835e-14, -1.3646976514815742e-14, 4.6560272815253705e-14, 7.224869919608334e-14, 7.545975249368705e-14]",True
5,29,2.5471412129999997,"[-1.2310821211962892, 0.16194379351045124, 0.3440042296595568, -1.1593485952654328, -0.6571355737908307, -0.7405704034800034]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449945, 0.9861487139969138, 0.5589230147200925, 0.6300238107693475]","[0.0, 2.4082899732027742e-14, 2.6491189705230517e-14, -8.990949233290356e-14, -9.793712557691282e-14, -1.0275370552331836e-13]",True
5,30,2.616291297,"[-1.1586683226749646, 0.15242148580281673, 0.3237633276043804, -1.0911563289582427, -0.6184860004313208, -0.6970042041085884]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449945, 0.9861487139969123, 0.5589230147200909, 0.6300238107693475]","[0.0, -2.4082899732027742e-14, -2.6491189705230517e-14, 4.3349219517649934e-14, 5.137685276165918e-14, 1.0275370552331836e-13]",True
5,31,2.685441381,"[-1.0862545241536403, 0.14289917809518216, 0.30352242554920406, -1.0229640626510528, -0.579836427071811, -0.6534380047371733]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449945, 0.9861487139969138, 0.5589230147200909, 0.6300238107693475]","[0.0, 2.4082899732027742e-14, 2.6491189705230517e-14, 3.2110532976036987e-15, -5.137685276165918e-14, -1.0275370552331836e-13]",True
5,32,2.754591465,"[-1.0138407256323156, 0.13337687038754764, 0.2832815234940277, -0.9547717963438624, -0.5411868537123012, -0.6098718053657584]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449945, 0.9861487139969138, 0.5589230147200925, 0.6300238107693475]","[0.0, -2.4082899732027742e-14, -2.6491189705230517e-14, -3.2110532976036987e-15, 9.793712557691282e-14, 1.0275370552331836e-13]",True
5,33,2.823741549,"[-0.9414269271109914, 0.12385456267991307, 0.2630406214388513, -0.8865795300366726, -0.5025372803527912, -0.5663056059943432]","[1.0471975511965976, -0.13770493354576555, -0.2927097252045004, 0.986148713996917, 0.5589230147200943, 0.6300238107693494]","[0.0, 0.0, 0.0, 9.312054563050756e-14, -4.656027281525378e-14, -4.656027281525378e-14]",True
5,34,2.892891633,"[-0.8690131285896672, 0.1143322549722785, 0.24279971938367495, -0.8183872637294822, -0.4638877069932814, -0.5227394066229283]","[1.0471975511965976, -0.13770493354576469, -0.29270972520449945, 0.9861487139969141, 0.5589230147200908, 0.6300238107693472]","[0.0, 2.4484281394228134e-14, 2.8096716354032286e-14, -1.750024047194011e-13, -5.298237941046088e-14, -1.7660793136820294e-14]",True
5,35,2.962041717,"[-0.796599330068342, 0.10480994726464393, 0.22255881732849847, -0.7501949974222919, -0.4252381336337714, -0.4791732072515129]","[1.0471975511965976, -0.13770493354576469, -0.29270972520449945, 0.9861487139969141, 0.5589230147200908, 0.6300238107693472]","[0.0, -2.4484281394228134e-14, -2.8096716354032286e-14, 1.750024047194011e-13, 5.298237941046088e-14, 1.7660793136820294e-14]",True
5,36,3.0311918,"[-0.7241855315470178, 0.09528763955700936, 0.2023179152733221, -0.6820027311151016, -0.3865885602742616, -0.435607007880098]","[1.0471975511965976, -0.13770493354576513, -0.2927097252045004, 0.986148713996917, 0.5589230147200943, 0.6300238107693494]","[0.0, 1.1640068203813445e-14, 0.0, -9.312054563050756e-14, 4.656027281525378e-14, 4.656027281525378e-14]",True
5,37,3.100341884,"[-0.6517717330256936, 0.08576533184937485, 0.18207701321814573, -0.6138104648079117, -0.34793898691475156, -0.39204080850868284]","[1.0471975511965976, -0.1377049335457647, -0.29270972520449945, 0.9861487139969138, 0.5589230147200925, 0.6300238107693475]","[0.0, 8.027633244009247e-16, 2.6491189705230517e-14, 3.2110532976036987e-15, -9.793712557691282e-14, -1.0275370552331836e-13]",True
5,38,3.169491968,"[-0.5793579345043689, 0.07624302414174028, 0.16183611116296936, -0.5456181985007214, -0.30928941355524175, -0.3484746091372679]","[1.0217850446529861, -0.1343632264143637, -0.28560649258269055, 0.9622176891212493, 0.5453595426199895, 0.6147349245458145]","[-0.7167158270713042, 0.09424707422708846, 0.20033439970520467, -0.6749331970457556, -0.3825342890713485, -0.4311966124195935]",True
5,39,3.242169401,"[-0.5069441359830447, 0.06672071643410576, 0.141595209107793, -0.47742593219353147, -0.27063984019573195, -0.30490840976585276]","[0.9675002700867255, -0.1272248586196224, -0.27043296450489696, 0.9110975728003479, 0.5163860124400296, 0.5820756612578988]","[-0.7708213364407408, 0.101361868912834, 0.21545782007754047, -0.7258844988549704, -0.4114121396500366, -0.4637480246701184]",True
